category,model,url,spec_key,spec_value,found
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Refrigerator Compartment,,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Shelf (Material/ No.),Wire/3,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Door Basket,4,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Interior Lamp,Yes,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Vegetable Crisper,Yes/1,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Vegetable Crisper Cover,Yes,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Egg Tray,Yes/2,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Can Storage Dispenser,No,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Freezer Compartment,,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Shelf (Material/ No.),Wire/2,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Drawer,No,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Door Basket,2,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Interior Lamp,No,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Dimensions (Net),,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Width/mm,650,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Depth/mm,650,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Height/mm,1860,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Packing,,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Width/mm,710,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Depth/mm,710,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Height/mm,1910,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Weight/Kg - Net/Packing,67/ 76 ± 2,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Loading Capacity- 40HQ/ 40Ft/ 20Ft,66/ 48/ 24,yes
direct-cool-refrigerator,MFC-C6E-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdeh-dd-inverter,Star rating (BDS 1850:2012),5,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Type,Direct Cool,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Capacity,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Gross Volume,380 Ltr.,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Net Volume,365 Ltr.,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Performance,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,"Climatic Type (SN, N, ST, T)",N~ST,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Rated Operating Voltage and Frequency,220-240V~ and 50Hz,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Compressor Input Power (Watt),V 0401- 130 V 0601- 130 V 0701- 130 V 0702- 130,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Compressor,RSCR,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Cooling Efect,Freezer Cabinet Less than -18 0 C Refrigerator Cabinet 0 0 C to +5 0 C,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,General Features,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Temperature Control (Electronic/  Mechanical),Mechanical,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Defrosting (Automatic/ Manual),Manual,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Reversible Door,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Handle (Recessed/ Grip),Recessed/ Grip,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Lock,Yes,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Refrigerant,V 0401- R600a V 0601- R600a V 0701- R600a V 0702- R600a,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Capillary,Copper,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Polyurethane foam blowing agent,Cyclopentene [Eco-friendly (100% CFC & HCFC Free) Green Technology],yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Recommended voltage stabilizer capacity,V 0101/ 0201/ 0301/ 0401/ 0601/ 0701/ 0702: 2200VA,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Refrigerator Compartment,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Shelf (Material/ No.),Wire/3,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Door Basket,4,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Interior Lamp,Yes,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Vegetable Crisper,Yes/1,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Vegetable Crisper Cover,Yes/1,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Egg Tray,Yes/2,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Can Storage Dispenser,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Freezer Compartment,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Shelf (Material/ No.),Wire/2,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Drawer,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Door Basket,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Interior Lamp,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Dimensions (Net),,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Width/mm,645,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Depth/mm,645,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Height/mm,1860,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Packing,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Width/mm,710,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Depth/mm,710,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Height/mm,1910,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Weight/Kg - Net/Packing:,67/76 ± 2,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx,Loading Capacity- 40HQ/ 40Ft/ 20Ft,66/ 48/ 24,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Cooling Features,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Type,Direct Cool,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Capacity,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Gross Volume,380 Ltr.,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Net Volume,365 Ltr.,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Performance,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,"Climatic Type (SN, N, ST, T)",N~ST,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Rated Operating Voltage and Frequency,220-240V~ and 50Hz,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Compressor Input Power (Watt),"V
  0401- 130 V 0501- 50.3~166.7 V 0601- 130 V 0701- 130 V 0702- 130 V 0703-130 V 0801-33.78~126.46 V 0802-33.78~126.46",yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Compressor Type,"V
  0401- RSCR V 0501-BLDC V 0601- RSCR V 0701- RSCR V 0702- RSCR V 0703-RSCR V 0801-BLDC V 0802-BLDC",yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Cooling Efect,Freezer Cabinet Less than -18℃ Refrigerator Cabinet 0℃ to +5℃,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,General Features,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Temperature Control (Electronic/  Mechanical),"V
  0401- Mechanical V 0501- Mechanical V 0601- Mechanical V 0701- Mechanical V 0702- Mechanical V 0703-Mechanical V 0801-Mechanical V 0802-Electronic",yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Defrosting (Automatic/ Manual),Manual,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Reversible Door,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Handle (Recessed/ Grip),Recessed/ Grip,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Lock,Yes,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Capillary,Copper,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Polyurethane foam blowing agent,Cyclopentene [Eco-friendly (100% CFC & HCFC Free) Green Technology],yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Operating voltage,"V
  0401/V 0601/V 0701/V 0702/V 0703: Need Voltage  stabilizer capacity is 2100VA V 0501: Wide Voltage Design (105V-276V) V 0801:Wide Voltage Design (75V-264V) N.B.: If out of voltage range(75V-264V) then suggested voltage stabilizer
  capacity is 2100VA.",yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Refrigerator Compartment,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Shelf (Material/ No.),Wire/3,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Door Basket,4,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Interior Lamp,Yes,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Vegetable Crisper,Yes/1,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Vegetable Crisper Cover,Yes,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Egg Tray,Yes/2,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Can Storage Dispenser,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Freezer Compartment,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Shelf (Material/ No.),Wire/2,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Drawer,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Door Basket,2,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Interior Lamp,No,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Dimensions (Net),,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Width/mm,650,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Depth/mm,650,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Height/mm,1860,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Packing,,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Width/mm,710,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Depth/mm,710,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Height/mm,1910,yes
direct-cool-refrigerator,MFC-C6E-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c6e-gdel-xx-inverter,Weight/Kg - Net/Packing,67/ 76 ± 2,yes
